source,target,Value
K00278,K01629,0.8141675397772958
K00432,K01629,0.7811411149825783
K00480,K01629,-0.3793828123096415
K00561,K01629,-0.5978980369224272
K00563,K01629,-0.6534167052459736
K00663,K01629,-0.7527218716243107
K00677,K01629,0.8554194788950887
K00705,K01629,0.8497584732340832
K00767,K01629,0.8293068719897988
K00777,K01629,-0.5779261389017487
K00856,K01629,0.7223107177375471
K00897,K01629,-0.7161588411588412
K00984,K01629,-0.6478404725355945
K01044,K01629,-0.6786485871851726
K01051,K01629,0.8326480430138966
K01205,K01629,0.8132558498412157
K01212,K01629,0.8489853642292666
K01213,K01629,0.8711796333747553
K01304,K01629,-0.7818304662816858
K01627,K01629,0.8160279760889518
K00029,K01744,0.8816787886909839
K00104,K01744,0.9195453936307596
K00208,K01744,0.8257707739415057
K00278,K01744,0.8160777230899182
K00432,K01744,0.880503135076306
K00480,K01744,-0.3031724373187788
K00561,K01744,-0.4896394256150353
K00563,K01744,-0.5728148883636689
K00663,K01744,-0.8380273182102451
K00677,K01744,0.8720167028093858
K00705,K01744,0.75979711345565
K00767,K01744,0.8483031196445832
K00777,K01744,-0.587407511187999
K00856,K01744,0.8897042997652753
K00897,K01744,-0.6515263192092461
K00984,K01744,-0.5812363449558572
K01044,K01744,-0.6498252763496666
K01051,K01744,0.7672185538039197
K01205,K01744,0.8065146235877944
K01212,K01744,0.7326936275107007
K01213,K01744,0.8408964003476199
K01304,K01744,-0.7824203235788602
K01627,K01744,0.8398034891937332
K01629,K01744,0.6959067355408819
K00029,K01828,0.9452772836919178
K00104,K01828,0.8250971589386222
K00208,K01828,0.9368202935276106
K00278,K01828,0.9325100712295836
K00432,K01828,0.903290307253722
K00480,K01828,-0.2936606076849979
K00561,K01828,-0.6290401671499233
K00563,K01828,-0.7107496162374212
K00663,K01828,-0.8448385963629866
K00677,K01828,0.9618242529827896
K00705,K01828,0.9027400445083372
K00767,K01828,0.9440792946890508
K00777,K01828,-0.6046189582774949
K00856,K01828,0.8618683146122171
K00897,K01828,-0.7921372326860133
K00984,K01828,-0.6612452588062344
K01044,K01828,-0.731555537957977
K01051,K01828,0.9452011403230915
K01205,K01828,0.8423837341520269
K01212,K01828,0.920362158167036
K01213,K01828,0.9544109345938614
K01304,K01828,-0.8417492060784744
K01627,K01828,0.9533053328785036
K01629,K01828,0.8186158353841282
K01744,K01828,0.8443005165566141
K00029,K01951,-0.8424842433988775
K00104,K01951,-0.8594104066665043
K00208,K01951,-0.8436421302274961
K00278,K01951,-0.7704470326421546
K00432,K01951,-0.9219987329743428
K00480,K01951,0.2882442760491541
K00561,K01951,0.4199926090169993
K00563,K01951,0.5128575692600083
K00663,K01951,0.7854980385468191
K00677,K01951,-0.8475183353232133
K00705,K01951,-0.6947656002534052
K00767,K01951,-0.8173691146252122
K00777,K01951,0.5205099778270511
K00856,K01951,-0.861794709355685
K00897,K01951,0.6057666926569366
K00984,K01951,0.5354929623222306
K01044,K01951,0.5960330320086418
K01051,K01951,-0.763574839794352
K01205,K01951,-0.7320088448137229
K01212,K01951,-0.7456608432218189
K01213,K01951,-0.8282048236316528
K01304,K01951,0.7451745409062482
K01627,K01951,-0.8167909326445911
K01629,K01951,-0.6762023545560131
K01744,K01951,-0.8780792378353354
K01828,K01951,-0.8176655661411759
K00029,K02109,0.7957195243780609
K00104,K02109,0.809271521161765
K00208,K02109,0.7793969242139974
K00278,K02109,0.732355043330653
K00432,K02109,0.8093623855818978
K00480,K02109,-0.2847680774510043
K00561,K02109,-0.4139696685428393
K00563,K02109,-0.452552528772041
K00663,K02109,-0.7418790559034462
K00677,K02109,0.7900463357780432
K00705,K02109,0.6718515224612785
K00767,K02109,0.7855376330986088
K00777,K02109,-0.4146625731991585
K00856,K02109,0.7893305881110759
K00897,K02109,-0.5736372367469929
K00984,K02109,-0.4136925066803116
K01044,K02109,-0.5077950504779772
K01051,K02109,0.6918147909001569
K01205,K02109,0.6800166297117516
K01212,K02109,0.6637067201091591
K01213,K02109,0.769421127652835
K01304,K02109,-0.7271960762814422
K01627,K02109,0.7788923474899084
K01629,K02109,0.6550674934821277
K01744,K02109,0.8099481818994014
K01828,K02109,0.7658190386848923
K01951,K02109,-0.7891463211585164
K00029,K02113,0.8510513876367537
K00104,K02113,0.8085704945461044
K00208,K02113,0.8415030091859359
K00278,K02113,0.79040268674415
K00432,K02113,0.8778213656262438
K00480,K02113,-0.2369226302153131
K00561,K02113,-0.4478341780171049
K00563,K02113,-0.5085884643811474
K00663,K02113,-0.7711790242278046
K00677,K02113,0.857297174370345
K00705,K02113,0.7150918187503553
K00767,K02113,0.8438675145992218
K00777,K02113,-0.498865971426947
K00856,K02113,0.8211224750858898
K00897,K02113,-0.6358402776085703
K00984,K02113,-0.5014401249157348
K01044,K02113,-0.5773926276975058
K01051,K02113,0.7732617991764335
K01205,K02113,0.7278250205079473
K01212,K02113,0.7583458208458209
K01213,K02113,0.8374663953932245
K01304,K02113,-0.7810532962971988
K01627,K02113,0.837959804423219
K01629,K02113,0.7007733120537999
K01744,K02113,0.8317947296605833
K01828,K02113,0.8315921882995053
K01951,K02113,-0.8472183304500379
K02109,K02113,0.9384492539980346
K00029,K02115,0.8108152010591035
K00104,K02115,0.8350049340903001
K00208,K02115,0.8058176579518044
K00278,K02115,0.7472689911714302
K00432,K02115,0.8377902585219658
K00480,K02115,-0.2782161943747309
K00561,K02115,-0.3965348675714529
K00563,K02115,-0.443937160400575
K00663,K02115,-0.7436806080098763
K00677,K02115,0.803030303030303
K00705,K02115,0.675678995800947
K00767,K02115,0.795249973603632
K00777,K02115,-0.4350552902382171
K00856,K02115,0.8369049649537454
K00897,K02115,-0.5493916652453238
K00984,K02115,-0.4419620014132209
K01044,K02115,-0.5304010014375868
K01051,K02115,0.7102952941367576
K01205,K02115,0.714980649431869
K01212,K02115,0.685900481632189
K01213,K02115,0.796522583107949
K01304,K02115,-0.7310951243878073
K01627,K02115,0.7880889435767485
K01629,K02115,0.6705063229453474
K01744,K02115,0.8363587631880315
K01828,K02115,0.7721597508182875
K01951,K02115,-0.8275053198833686
K02109,K02115,0.94244018176945
K02113,K02115,0.9293364156169034
K00029,K02195,0.905712174004857
K00104,K02195,0.7428785645249061
K00208,K02195,0.8656135531135531
K00278,K02195,0.9082315042680896
K00432,K02195,0.8148827798218042
K00480,K02195,-0.3455914004694492
K00561,K02195,-0.6777983195666123
K00563,K02195,-0.7370079107883986
K00663,K02195,-0.8199417452466233
K00677,K02195,0.9102076785003614
K00705,K02195,0.9035085849110238
K00767,K02195,0.8911271655174094
K00777,K02195,-0.632063566514786
K00856,K02195,0.8043480909334568
K00897,K02195,-0.7685074072269193
K00984,K02195,-0.6757434638532199
K01044,K02195,-0.7735750022335388
K01051,K02195,0.8969993421212934
K01205,K02195,0.87575838795351
K01212,K02195,0.9077335266359656
K01213,K02195,0.9064908668567204
K01304,K02195,-0.8236717550741941
K01627,K02195,0.8876230476840233
K01629,K02195,0.8300139900749657
K01744,K02195,0.7855817962525279
K01828,K02195,0.909125935040569
K01951,K02195,-0.7031926406926408
K02109,K02195,0.6443815331010454
K02113,K02195,0.7036053377516793
K02115,K02195,0.6657311184750209
K00029,K02429,0.9749518773909016
K00104,K02429,0.8689410183312622
K00208,K02429,0.9509352436181706
K00278,K02429,0.9313460929314588
K00432,K02429,0.934885236714505
K00480,K02429,-0.319695548354085
K00561,K02429,-0.6167912372180665
K00563,K02429,-0.6959006440713758
K00663,K02429,-0.8805396838933424
K00677,K02429,0.9816859969298992
K00705,K02429,0.9018496747155283
K00767,K02429,0.9523966886771764
K00777,K02429,-0.6266731236243432
K00856,K02429,0.8968830965782185
K00897,K02429,-0.7790532638093615
K00984,K02429,-0.668753502594966
K01044,K02429,-0.7541183410085849
K01051,K02429,0.9283450289547852
K01205,K02429,0.8919241327777913
K01212,K02429,0.9241226253421376
K01213,K02429,0.9674847510213364
K01304,K02429,-0.8653907068541216
K01627,K02429,0.9582592204543424
K01629,K02429,0.8435050721636088
K01744,K02429,0.8897149598369111
K01828,K02429,0.969814230484962
K01951,K02429,-0.8653216701997191
K02109,K02429,0.7954322100663566
K02113,K02429,0.8642231751987849
K02115,K02429,0.8191554380578772
K02195,K02429,0.9170143880509736
K00029,K02587,0.7066906670565207
K00104,K02587,0.8435350218886803
K00208,K02587,0.6395342462415634
K00278,K02587,0.6080946492531858
K00432,K02587,0.753312236543944
K00480,K02587,-0.3631921939848769
K00561,K02587,-0.334744523768914
K00563,K02587,-0.3635551440429489
K00663,K02587,-0.7038444279297937
K00677,K02587,0.6834141468287809
K00705,K02587,0.5627989896282579
K00767,K02587,0.6503598027988272
K00777,K02587,-0.4701431698382918
K00856,K02587,0.7696916904233978
K00897,K02587,-0.468048211950651
K00984,K02587,-0.4403096903096903
K01044,K02587,-0.4830337345581248
K01051,K02587,0.5260542303225231
K01205,K02587,0.6716738546006839
K01212,K02587,0.5068427507451897
K01213,K02587,0.6506369646613549
K01304,K02587,-0.5991594787326495
K01627,K02587,0.631135125037564
K01629,K02587,0.5581907929468906
K01744,K02587,0.8369273003419345
K01828,K02587,0.6317112765283498
K01951,K02587,-0.7733486026168954
K02109,K02587,0.7220822876310681
K02113,K02587,0.6972387368728833
K02115,K02587,0.752694967633992
K02195,K02587,0.570588456259188
K02429,K02587,0.702577909894983
K00029,K02737,-0.2139350874464201
K00104,K02737,-0.2405214666042616
K00208,K02737,-0.1946361000133462
K00278,K02737,-0.189757596875452
K00432,K02737,-0.1938151953889206
K00480,K02737,0.1139439909088333
K00561,K02737,0.151225316461427
K00563,K02737,0.1468312409011612
K00663,K02737,0.2285849502698101
K00677,K02737,-0.1999407890087094
K00705,K02737,-0.2165498922571744
K00767,K02737,-0.2190984505615863
K00777,K02737,0.1163501192246092
K00856,K02737,-0.2287320727193121
K00897,K02737,0.1375310594920253
K00984,K02737,0.0850395360832292
K01044,K02737,0.1631695615549518
K01051,K02737,-0.1566754717436337
K01205,K02737,-0.1877000907993026
K01212,K02737,-0.148796277895541
K01213,K02737,-0.1903295250468742
K01304,K02737,0.1985788712491547
K01627,K02737,-0.202239266751679
K01629,K02737,-0.1444201440974096
K01744,K02737,-0.2497173097659084
K01828,K02737,-0.1988065936147065
K01951,K02737,0.187546895753386
K02109,K02737,-0.2367478999867358
K02113,K02737,-0.1923033949087663
K02115,K02737,-0.2531477746860028
K02195,K02737,-0.2087766928192294
K02429,K02737,-0.2060481648392541
K02587,K02737,-0.2591624054076683
K00029,K02775,0.907700531176141
K00104,K02775,0.867319672197721
K00208,K02775,0.8842996434459849
K00278,K02775,0.8345363985607888
K00432,K02775,0.8846889898719168
K00480,K02775,-0.2948555509531119
K00561,K02775,-0.5125306603965141
K00563,K02775,-0.5866465851221949
K00663,K02775,-0.8299226180323741
K00677,K02775,0.9071720961964864
K00705,K02775,0.8098410735605857
K00767,K02775,0.8747152238005897
K00777,K02775,-0.5354899165874776
K00856,K02775,0.8700557572508792
K00897,K02775,-0.707762765689595
K00984,K02775,-0.5714498915718428
K01044,K02775,-0.6171821065113747
K01051,K02775,0.8500610162195528
K01205,K02775,0.8063658902073537
K01212,K02775,0.7783202569787936
K01213,K02775,0.8995110580476435
K01304,K02775,-0.8016658138609358
K01627,K02775,0.893955130235618
K01629,K02775,0.7832776979118443
K01744,K02775,0.8718441111733796
K01828,K02775,0.8986795724600604
K01951,K02775,-0.8445665107250474
K02109,K02775,0.8383887454009405
K02113,K02775,0.8620733940855891
K02115,K02775,0.8446233644404376
K02195,K02775,0.7919509352436181
K02429,K02775,0.911725469652299
K02587,K02775,0.7247757323976836
K02737,K02775,-0.2079786984449139
K00029,K02891,0.3585461787393522
K00104,K02891,0.291030992211441
K00208,K02891,0.3788654792826464
K00278,K02891,0.3415317684497697
K00432,K02891,0.3619047311715569
K00480,K02891,-0.414547328273216
K00561,K02891,-0.3509395649379656
K00563,K02891,-0.4687227971692194
K00663,K02891,-0.3843903505292327
K00677,K02891,0.3464768548548119
K00705,K02891,0.3438544075232396
K00767,K02891,0.3619315622608035
K00777,K02891,-0.1889544463112766
K00856,K02891,0.3763678548445253
K00897,K02891,-0.4397866339859524
K00984,K02891,-0.2649103435454115
K01044,K02891,-0.2552849819204993
K01051,K02891,0.3334515275947273
K01205,K02891,0.3513309488702354
K01212,K02891,0.356109799178859
K01213,K02891,0.3502180419510539
K01304,K02891,-0.3571970415778916
K01627,K02891,0.3428534912374348
K01629,K02891,0.3143297102301959
K01744,K02891,0.3149794892176006
K01828,K02891,0.3706044202174645
K01951,K02891,-0.3605345957663383
K02109,K02891,0.2870763229703245
K02113,K02891,0.3029212477394882
K02115,K02891,0.2802682257162961
K02195,K02891,0.3159115779266426
K02429,K02891,0.3675614247261806
K02587,K02891,0.2540793327580527
K02737,K02891,0.065153904825768
K02775,K02891,0.3276175155372572
K00029,K03077,0.9614978517417542
K00104,K03077,0.8675572395084591
K00208,K03077,0.9413762050957172
K00278,K03077,0.909075680417144
K00432,K03077,0.9450914938719815
K00480,K03077,-0.337542538762051
K00561,K03077,-0.6255345264491606
K00563,K03077,-0.7015636802222167
K00663,K03077,-0.8762568732080928
K00677,K03077,0.9580891669306304
K00705,K03077,0.8775223759979858
K00767,K03077,0.9381035631035632
K00777,K03077,-0.6151064382771699
K00856,K03077,0.8736243431365383
K00897,K03077,-0.7946240751118799
K00984,K03077,-0.6630838673521601
K01044,K03077,-0.7228716405545674
K01051,K03077,0.9184184717721304
K01205,K03077,0.8479163113309455
K01212,K03077,0.8901474541718445
K01213,K03077,0.954919572297621
K01304,K03077,-0.8731877878219342
K01627,K03077,0.943352886950448
K01629,K03077,0.8409832037880819
K01744,K03077,0.8756203146447049
K01828,K03077,0.9424361207897792
K01951,K03077,-0.8711887705790146
K02109,K03077,0.8232458598312258
K02113,K03077,0.8842950748438554
K02115,K03077,0.8294561129926983
K02195,K03077,0.8602515370808055
K02429,K03077,0.9632161537649344
K02587,K03077,0.70576171795684
K02737,K03077,-0.1889714716668561
K02775,K03077,0.9161473688912714
K02891,K03077,0.3902961065862099
K00029,K03154,0.9104391543415934
K00104,K03154,0.8215752743191769
K00208,K03154,0.9014075355538772
K00278,K03154,0.907198492564346
K00432,K03154,0.8869022237924677
K00480,K03154,-0.3760822510822511
K00561,K03154,-0.6394408437091363
K00563,K03154,-0.6758876286315312
K00663,K03154,-0.8322500670061647
K00677,K03154,0.9039862576447942
K00705,K03154,0.8367526782160928
K00767,K03154,0.9277719231987526
K00777,K03154,-0.590388270266319
K00856,K03154,0.8389618511569732
K00897,K03154,-0.7515416494075031
K00984,K03154,-0.6308924815022376
K01044,K03154,-0.6939488357171284
K01051,K03154,0.8821914873744142
K01205,K03154,0.8140360655604557
K01212,K03154,0.8717908108152012
K01213,K03154,0.9179748097431024
K01304,K03154,-0.856825593106081
K01627,K03154,0.8888342348708203
K01629,K03154,0.8105684965441063
K01744,K03154,0.8426943990968382
K01828,K03154,0.901519720117281
K01951,K03154,-0.8194036654402508
K02109,K03154,0.7923605865679035
K02113,K03154,0.8361739886130131
K02115,K03154,0.8038064577698725
K02195,K03154,0.8518803351120424
K02429,K03154,0.9124904566977738
K02587,K03154,0.6879624440600051
K02737,K03154,-0.1877373544591202
K02775,K03154,0.8434319745295356
K02891,K03154,0.355765661295045
K03077,K03154,0.9120021238923678
K00029,K03458,0.9039537698074284
K00104,K03458,0.896396794262648
K00208,K03458,0.8601916376306621
K00278,K03458,0.8254342202512934
K00432,K03458,0.8742375510668196
K00480,K03458,-0.2952855071757511
K00561,K03458,-0.4698299667811862
K00563,K03458,-0.52627910707179
K00663,K03458,-0.8344363969363969
K00677,K03458,0.8825356554015091
K00705,K03458,0.791508288459508
K00767,K03458,0.8507843782234027
K00777,K03458,-0.5036259472235082
K00856,K03458,0.8606337767923136
K00897,K03458,-0.6685047675901333
K00984,K03458,-0.5016294680928828
K01044,K03458,-0.5973873687288321
K01051,K03458,0.795828663206712
K01205,K03458,0.8248438553316603
K01212,K03458,0.7617636428612039
K01213,K03458,0.8634236698261089
K01304,K03458,-0.7780375112692187
K01627,K03458,0.8611282010672253
K01629,K03458,0.7505162520406423
K01744,K03458,0.9020349569130056
K01828,K03458,0.8606119490265832
K01951,K03458,-0.854104736726688
K02109,K03458,0.8473183320744297
K02113,K03458,0.8726228040252431
K02115,K03458,0.868845585309
K02195,K03458,0.7758440746245625
K02429,K03458,0.9002856899198363
K02587,K03458,0.7800106397667373
K02737,K03458,-0.2376985373527484
K02775,K03458,0.9174062725891994
K02891,K03458,0.3210368992572754
K03077,K03458,0.9025938492401906
K03154,K03458,0.8565047757120927
K00029,K03517,0.9527571006229544
K00104,K03517,0.836864355157038
K00208,K03517,0.9385837739496276
K00278,K03517,0.9563348237128724
K00432,K03517,0.92051393728223
K00480,K03517,-0.3641749510651949
K00561,K03517,-0.6460115088163869
K00563,K03517,-0.7200771789186423
K00663,K03517,-0.864772422699252
K00677,K03517,0.9532982261640798
K00705,K03517,0.8674003841686768
K00767,K03517,0.9730736742931866
K00777,K03517,-0.6182526822770726
K00856,K03517,0.8805386686484247
K00897,K03517,-0.7791842304037426
K00984,K03517,-0.6704200271273442
K01044,K03517,-0.7306712596346743
K01051,K03517,0.9224276739520642
K01205,K03517,0.8420700234724625
K01212,K03517,0.9109975390463196
K01213,K03517,0.9468346693956452
K01304,K03517,-0.8759137204259155
K01627,K03517,0.941042697140258
K01629,K03517,0.8265784012735233
K01744,K03517,0.8555342015707871
K01828,K03517,0.9488940937111668
K01951,K03517,-0.8412563046709387
K02109,K03517,0.7900427824208313
K02113,K03517,0.8487726704190119
K02115,K03517,0.8057795862673912
K02195,K03517,0.8915033137594113
K02429,K03517,0.9576099713294834
K02587,K03517,0.6749708624708625
K02737,K03517,-0.1970888769106715
K02775,K03517,0.8759066137114919
K02891,K03517,0.3678600664151852
K03077,K03517,0.9414274749640602
K03154,K03517,0.9338710070417388
K03458,K03517,0.8637617463836975
K00029,K03549,0.8502133029572053
K00104,K03549,0.8734248475102132
K00208,K03549,0.8174183540037199
K00278,K03549,0.7542132664083884
K00432,K03549,0.8614754148290735
K00480,K03549,-0.3092034997522802
K00561,K03549,-0.4234236292163121
K00563,K03549,-0.5002802075972808
K00663,K03549,-0.792683942074186
K00677,K03549,0.8385242805974512
K00705,K03549,0.7088231890061159
K00767,K03549,0.7999566490420149
K00777,K03549,-0.507436669022035
K00856,K03549,0.8850549856647416
K00897,K03549,-0.5991503415283903
K00984,K03549,-0.5167713384176799
K01044,K03549,-0.5707823680384656
K01051,K03549,0.7246335981092079
K01205,K03549,0.7885168693095522
K01212,K03549,0.6955178967374089
K01213,K03549,0.8142345459418631
K01304,K03549,-0.7250691381788943
K01627,K03549,0.8081344468539591
K01629,K03549,0.6948985973376217
K01744,K03549,0.8809026339514144
K01828,K03549,0.8075999204047986
K01951,K03549,-0.8645318096537609
K02109,K03549,0.8254326973839169
K02113,K03549,0.8476777287752898
