gene1	K00006
gene267	K07204
gene268	K07374
gene269	K07375
gene270	K07512
gene271	K07759
gene272	K07760
gene273	K07767
gene274	K07824
gene275	K07874
gene276	K07877
gene277	K07889
gene278	K07936
gene279	K07942
gene280	K07975
gene281	K07976
gene282	K07977
gene283	K08054
gene284	K08057
gene285	K08059
gene286	K08065
gene287	K08066
gene288	K08267
gene289	K08272
gene290	K08287
gene291	K08288
gene292	K08293
gene293	K08334
gene294	K08337
gene295	K08341
gene296	K08489
gene297	K08490
gene298	K08496
gene299	K08515
gene300	K08517
gene301	K08568
gene302	K08576
gene303	K08675
gene304	K08683
gene305	K08730
gene306	K08734
gene307	K08741
gene308	K08744
gene309	K08766
gene310	K08775
gene311	K08776
gene312	K08790
gene313	K08794
gene314	K08818
gene315	K08819
gene316	K08825
gene317	K08827
gene318	K08829
gene319	K08832
gene320	K08835
gene321	K08850
gene322	K08851
gene323	K08853
gene324	K08856
gene325	K08860
gene326	K08864
gene327	K08866
gene328	K08867
gene329	K08869
gene330	K08874
gene331	K08876
gene332	K08955
gene333	K08956
gene334	K08991
gene335	K09201
gene336	K09272
gene337	K09377
gene338	K09419
gene339	K09420
gene340	K09486
gene341	K09487
gene342	K09489
gene343	K09493
gene344	K09494
gene345	K09496
gene346	K09498
gene347	K09499
gene348	K09500
gene349	K09510
gene350	K09528
gene351	K09531
gene352	K09533
gene353	K09540
gene354	K09553
gene355	K09571
gene356	K09595
gene357	K09660
gene358	K09827
gene359	K10085
gene360	K10249
gene361	K10251
gene362	K10258
gene363	K10356
gene364	K10389
gene365	K10394
gene366	K10395
gene367	K10400
gene368	K10405
gene369	K10406
gene370	K10413
gene371	K10415
gene372	K10589
gene373	K10592
gene374	K10597
gene375	K10598
gene376	K10599
gene377	K10601
gene378	K10606
gene379	K10627
gene380	K10643
gene381	K10689
gene382	K10730
gene383	K10737
gene384	K10738
gene385	K10743
gene386	K10746
gene387	K10751
gene388	K10752
gene389	K10754
gene390	K10755
gene391	K10756
gene392	K10770
gene393	K10772
gene394	K10846
gene395	K10858
gene396	K10865
gene397	K10872
gene398	K10873
gene399	K10878
gene400	K10891
gene401	K10901
gene402	K10949
gene403	K10956
gene404	K11088
gene405	K11092
gene406	K11093
gene407	K11094
gene408	K11099
gene409	K11121
gene410	K11124
gene411	K11131
gene412	K11136
gene413	K11166
gene414	K11185
gene415	K11204
gene416	K11247
gene417	K11251
gene418	K11252
gene419	K11253
gene420	K11254
gene421	K11267
gene422	K11273
gene423	K11304
gene424	K11319
gene425	K11320
gene426	K11322
gene427	K11338
gene428	K11366
gene429	K11380
gene430	K11393
gene431	K11412
gene432	K11422
gene433	K11434
gene434	K11446
gene435	K11450
gene436	K11481
gene437	K11490
gene438	K11498
gene439	K11540
gene440	K11541
gene441	K11547
gene442	K11584
gene443	K11593
gene444	K11594
gene445	K11596
gene446	K11644
gene447	K11662
gene448	K11684
gene449	K11718
gene450	K11721
gene451	K11788
gene452	K11793
gene453	K11805
gene454	K11824
gene455	K11826
gene456	K11827
gene457	K11835
gene458	K11837
gene459	K11838
gene460	K11839
gene461	K11843
gene462	K11884
gene463	K11979
gene464	K12188
gene465	K12191
gene466	K12304
gene467	K12311
gene468	K12391
gene469	K12392
gene470	K12393
gene471	K12394
gene472	K12396
gene473	K12397
gene474	K12398
gene475	K12400
gene476	K12402
gene477	K12447
gene478	K12479
gene479	K12483
gene480	K12486
gene481	K12495
gene482	K12571
gene483	K12572
gene484	K12581
gene485	K12585
gene486	K12591
gene487	K12604
gene488	K12613
gene489	K12614
gene490	K12618
gene491	K12619
gene492	K12624
gene493	K12662
gene494	K12666
gene495	K12668
gene496	K12734
gene497	K12735
gene498	K12736
gene499	K12737
gene500	K12767
gene501	K12811
gene502	K12812
gene503	K12814
gene504	K12815
gene505	K12816
gene506	K12818
gene507	K12819
gene508	K12823
gene509	K12825
gene510	K12826
gene511	K12827
gene512	K12828
gene513	K12829
gene514	K12830
gene515	K12835
gene516	K12836
gene517	K12837
gene518	K12843
gene519	K12844
gene520	K12845
gene521	K12847
gene522	K12849
gene523	K12852
gene524	K12855
gene525	K12856
gene526	K12857
gene527	K12858
gene528	K12859
gene529	K12860
gene530	K12862
gene531	K12867
gene532	K12868
gene533	K12869
gene534	K12874
gene535	K12876
gene536	K12877
gene537	K12879
gene538	K12883
gene539	K13024
gene540	K13025
gene541	K13026
gene542	K13095
gene543	K13100
gene544	K13103
gene545	K13106
gene546	K13110
gene547	K13111
gene548	K13115
gene549	K13117
gene550	K13121
gene551	K13123
gene552	K13125
gene553	K13155
gene554	K13172
gene555	K13177
gene556	K13179
gene557	K13181
gene558	K13183
gene559	K13201
gene560	K13207
gene561	K13210
gene562	K13254
gene563	K13412
gene564	K13421
gene565	K13431
gene566	K13511
gene567	K13519
gene568	K13537
gene569	K13617
gene570	K13721
gene571	K13722
gene572	K13754
gene573	K13800
gene574	K13806
gene575	K13887
gene576	K13941
gene577	K13989
gene578	K13998
gene579	K14005
gene580	K14006
gene581	K14007
gene582	K14015
gene583	K14156
gene584	K14213
gene585	K14290
gene586	K14292
gene587	K14293
gene588	K14299
gene589	K14306
gene590	K14319
gene591	K14376
gene592	K14387
gene593	K14402
gene594	K14408
gene595	K14411
gene596	K14442
gene597	K14454
gene598	K14455
gene599	K14457
gene600	K14458
gene601	K14521
gene602	K14536
gene603	K14537
gene604	K14538
gene605	K14539
gene606	K14548
gene607	K14550
gene608	K14552
gene609	K14553
gene610	K14554
gene611	K14555
gene612	K14556
gene613	K14558
gene614	K14559
gene615	K14560
gene616	K14561
gene617	K14563
gene618	K14565
gene619	K14566
gene620	K14567
gene621	K14568
gene622	K14569
gene623	K14574
gene624	K14655
gene625	K14676
gene626	K14684
gene627	K14688
gene628	K14692
gene629	K14715
gene630	K14724
gene631	K14753
gene632	K14758
gene633	K14768
gene634	K14769
gene635	K14771
gene636	K14772
gene637	K14774
gene638	K14775
gene639	K14776
gene640	K14777
gene641	K14778
gene642	K14779
gene643	K14780
gene644	K14781
gene645	K14785
gene646	K14786
gene647	K14787
gene648	K14788
gene649	K14791
gene650	K14792
gene651	K14794
gene652	K14797
gene653	K14799
gene654	K14801
gene655	K14802
gene656	K14805
gene657	K14806
gene658	K14807
gene659	K14808
gene660	K14809
gene661	K14810
gene662	K14815
gene663	K14818
gene664	K14820
gene665	K14824
gene666	K14826
gene667	K14827
gene668	K14831
gene669	K14832
gene670	K14833
gene671	K14834
gene672	K14835
gene673	K14837
gene674	K14838
gene675	K14841
gene676	K14842
gene677	K14843
gene678	K14844
gene679	K14846
gene680	K14847
gene681	K14848
gene682	K14850
gene683	K14856
gene684	K14857
gene685	K14861
gene686	K14863
gene687	K14864
gene688	K14950
gene689	K14997
gene690	K15013
gene691	K15025
gene692	K15102
gene693	K15104
gene694	K15105
gene695	K15108
gene696	K15109
gene697	K15111
gene698	K15112
gene699	K15113
gene700	K15115
gene701	K15116
gene702	K15118
gene703	K15119
gene704	K15146
gene705	K15172
gene706	K15190
gene707	K15196
gene708	K15223
